1,4,0.005832195281982422
2,3,0.0030641555786132812
3,5,0.8935010433197021
4,4,0.35231614112854004
5,3,0.007503986358642578
6,3,0.003185749053955078
7,5,0.0980226993560791
8,4,0.06874823570251465
9,4,0.06172990798950195
10,4,0.09418749809265137
11,3,0.003227710723876953
12,4,0.08635902404785156
13,4,0.10735845565795898
14,3,0.00886392593383789
15,3,0.01489114761352539
16,3,0.0003306865692138672
17,5,3.165994882583618
18,5,0.6631271839141846
19,3,0.009467840194702148
20,5,1.6213858127593994
21,5,1.9496798515319824
22,4,0.0015845298767089844
23,3,0.0008177757263183594
24,3,0.0026133060455322266
25,3,0.0036220550537109375
26,5,0.7373409271240234
27,3,0.013646841049194336
28,4,0.011945009231567383
29,4,0.22501587867736816
30,3,0.004817008972167969
31,3,0.009807348251342773
32,4,0.12556219100952148
33,4,0.16900897026062012
34,5,0.5689756870269775
35,3,0.0042133331298828125
36,5,4.433568954467773
37,5,0.7740845680236816
38,5,2.433903932571411
39,4,0.009598731994628906
40,4,0.030071496963500977
41,4,0.37853240966796875
42,3,0.0018346309661865234
43,3,0.009128808975219727
44,3,0.0038793087005615234
45,5,1.419543743133545
46,4,0.08844947814941406
47,4,0.160322904586792
48,4,0.1863718032836914
49,4,0.14677810668945312
50,3,0.0051076412200927734
51,3,0.010966062545776367
52,4,0.07645773887634277
53,4,0.10364270210266113
54,3,0.011081933975219727
55,3,0.007372617721557617
56,3,0.004253387451171875
57,3,0.027120351791381836
58,5,0.5486776828765869
59,3,0.008228778839111328
60,5,2.2213339805603027
61,4,0.12493729591369629
62,4,0.11040139198303223
63,3,0.01124882698059082
64,3,0.010016918182373047
65,4,0.016783475875854492
66,5,0.95084547996521
67,5,0.5046401023864746
68,3,0.0039865970611572266
69,4,0.014880657196044922
70,3,0.0013659000396728516
71,4,0.16930413246154785
72,5,0.7567455768585205
73,3,0.0068857669830322266
74,3,0.008791923522949219
75,4,0.02174234390258789
76,3,0.004760026931762695
77,3,0.002071857452392578
78,5,3.1876847743988037
79,3,0.006194114685058594
80,3,0.005091190338134766
81,3,0.006570339202880859
82,3,0.0015625953674316406
83,4,0.16856050491333008
84,4,0.15279245376586914
85,3,0.0014889240264892578
86,5,0.31940126419067383
87,5,0.36719202995300293
88,4,0.1508922576904297
89,3,0.00845956802368164
90,5,0.04607868194580078
91,3,0.007375001907348633
92,3,0.0053539276123046875
93,5,1.0222008228302002
94,3,0.004700899124145508
95,5,1.4796092510223389
96,3,0.008591890335083008
97,4,0.16701054573059082
98,4,0.12116670608520508
99,4,0.08612751960754395
100,4,0.06231880187988281
