1,0.005832195281982422
2,0.008896350860595703
3,0.9023973941802979
4,1.254713535308838
5,1.2622175216674805
6,1.2654032707214355
7,1.3634259700775146
8,1.4321742057800293
9,1.4939041137695312
10,1.5880916118621826
11,1.5913193225860596
12,1.6776783466339111
13,1.7850368022918701
14,1.793900728225708
15,1.8087918758392334
16,1.8091225624084473
17,4.975117444992065
18,5.63824462890625
19,5.647712469100952
20,7.269098281860352
21,9.218778133392334
22,9.220362663269043
23,9.221180438995361
24,9.223793745040894
25,9.227415800094604
26,9.964756727218628
27,9.978403568267822
28,9.99034857749939
29,10.215364456176758
30,10.220181465148926
31,10.229988813400269
32,10.35555100440979
33,10.52455997467041
34,11.093535661697388
35,11.09774899482727
36,15.531317949295044
37,16.305402517318726
38,18.739306449890137
39,18.748905181884766
40,18.778976678848267
41,19.157509088516235
42,19.159343719482422
43,19.16847252845764
44,19.172351837158203
45,20.591895580291748
46,20.680345058441162
47,20.840667963027954
48,21.027039766311646
49,21.1738178730011
50,21.17892551422119
51,21.189891576766968
52,21.26634931564331
53,21.36999201774597
54,21.38107395172119
55,21.38844656944275
56,21.39269995689392
57,21.419820308685303
58,21.96849799156189
59,21.976726770401
60,24.198060750961304
61,24.322998046875
62,24.433399438858032
63,24.444648265838623
64,24.454665184020996
65,24.47144865989685
66,25.42229413986206
67,25.926934242248535
68,25.930920839309692
69,25.945801496505737
70,25.94716739654541
71,26.116471529006958
72,26.87321710586548
73,26.88010287284851
74,26.88889479637146
75,26.910637140274048
76,26.91539716720581
77,26.917469024658203
78,30.105153799057007
79,30.111347913742065
80,30.1164391040802
81,30.12300944328308
82,30.124572038650513
83,30.293132543563843
84,30.445924997329712
85,30.4474139213562
86,30.766815185546875
87,31.134007215499878
88,31.284899473190308
89,31.29335904121399
90,31.33943772315979
91,31.34681272506714
92,31.352166652679443
93,32.374367475509644
94,32.37906837463379
95,33.85867762565613
96,33.86726951599121
97,34.0342800617218
98,34.15544676780701
99,34.24157428741455
100,34.303893089294434
